income,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
23666,7,76,0,9,499.2
36794,0,75,0,1,712.8
25163,32,18,0,1,321.6
66156,11,66,0,6,345.6
0,7,84,0,2,364.8
10147,15,52,0,2,459.276664
0,4,61,0,1,381.062306
95765,14,80,0,3,352.089317
60752,4,19,0,7,414.106436
0,27,13,1,1,499.2
31058,5,19,5,1,309.424708
13542,5,35,0,8,451.2
25270,34,87,0,2,712.8
24152,17,28,2,1,345.6
60282,23,87,0,2,120.083224
40252,12,60,0,2,499.2
28142,18,50,0,1,701.708239
95697,16,55,0,1,114.273025
89771,10,9,2,1,104.123179
79751,15,67,0,1,392.235698
0,27,56,0,7,331.2
45032,13,35,0,3,36.818178
62277,9,68,0,8,249.799752
0,13,76,0,2,417.6
40525,3,27,0,1,123.790553
26004,12,3,0,1,336.0
82399,18,15,3,9,31.668965
28909,15,66,0,8,456.702735
15323,30,61,0,1,614.4
79628,6,4,0,1,470.4
0,23,38,0,1,698.4
27769,24,78,0,6,123.15416
16707,9,74,0,8,1106.913309
0,4,83,0,2,316.8
94395,23,1,0,1,582.690575
84895,24,19,0,1,321.6
66661,23,41,0,2,571.2
0,26,30,0,1,446.4
31447,12,16,0,1,580.8
61987,24,4,0,1,723.301363
42460,28,42,0,1,347.47509
12811,27,0,2,1,720.0
44428,17,61,0,2,499.2
0,19,18,0,1,698.4
25221,10,41,5,1,616.005527
44940,1,67,0,1,284.492531
39192,7,11,0,1,352.791394
0,6,50,0,2,415.986454
42513,0,44,0,3,628.207511
59821,12,6,0,2,1389.6
22571,29,51,0,9,302.4
60021,12,28,0,1,882.871945
58172,8,62,0,2,141.532926
58299,24,22,1,1,504.0
25275,5,80,0,2,214.247114
80807,1,73,0,2,132.139111
52348,33,18,1,2,312.0
58843,1,96,0,2,200.490816
58557,4,83,0,1,55.510526
0,2,54,0,1,933.212749
86599,32,89,0,1,350.4
52984,12,81,0,5,167.667603
0,18,39,0,4,345.6
0,33,39,0,7,345.6
47778,2,81,0,7,173.80879
33806,32,59,0,2,395.729716
52018,17,37,3,7,374.4
24910,7,63,1,1,347.857619
39135,8,56,0,2,436.8
0,31,58,0,3,465.6
0,7,42,0,4,957.6
0,32,66,0,5,410.409376
28726,13,88,0,3,468.0
0,9,48,0,2,585.6
45356,31,30,0,3,462.043003
87050,1,75,0,1,619.2
20705,8,12,1,3,237.264543
52651,34,20,0,2,451.2
55270,35,67,0,2,302.4
46900,13,59,0,1,316.8
60500,27,92,0,2,770.475631
43877,26,77,0,4,414.713588
0,2,12,0,9,345.6
58488,29,15,2,2,350.4
29193,0,47,3,9,292.8
61108,22,93,0,2,49.451117
23931,4,24,0,1,456.0
0,35,56,0,3,504.0
0,3,62,0,3,638.414994
34628,21,31,0,1,132.517983
74089,13,89,2,7,648.690215
0,11,18,0,5,1550.596808
30493,15,56,1,2,108.09413
89285,17,11,0,4,243.547316
92147,25,27,2,1,278.4815
39428,19,80,2,8,72.32926
21542,18,37,0,2,494.4
0,30,26,0,8,135.888306
23506,0,27,0,9,813.6
70811,14,8,0,7,141.654965
0,21,23,3,3,555.457674
82214,11,19,1,1,239.143671
71401,15,82,0,3,287.332253
46587,34,74,2,2,571.2
80046,4,42,0,4,260.627146
76389,5,86,0,7,262.00129
77235,2,68,0,5,310.160362
38595,5,42,3,2,415.550209
0,14,64,0,4,566.4
55359,28,73,0,1,303.331178
79814,18,50,0,3,31.553152
75277,2,48,3,1,459.743736
78618,7,56,0,1,225.578841
20123,7,47,0,3,302.4
88362,9,63,0,1,452.599718
0,23,14,3,1,835.2
52782,20,61,4,1,541.093963
0,19,30,0,1,452.295175
22283,16,93,0,1,572.072106
28848,22,54,0,7,450.596865
0,24,1,0,1,437.184112
54378,16,30,0,1,316.8
21827,18,53,0,8,321.6
20090,10,59,0,2,523.2
27750,28,25,1,1,1425.6
57135,25,47,0,8,156.921247
58580,5,53,0,3,292.8
60475,9,18,0,1,513.6
37937,11,42,0,5,556.8
70360,0,66,0,8,331.2
0,9,74,0,2,856.8
47509,28,73,0,1,93.128128
27071,1,85,0,1,878.4
46546,9,64,0,2,319.105565
32627,14,53,4,2,54.628741
0,8,50,0,1,460.379966
0,6,87,0,1,1065.617464
0,19,72,2,3,585.6
29177,5,20,2,5,307.2
88233,32,22,0,2,253.056709
0,17,81,0,1,549.986128
0,20,61,0,1,1404.0
79189,20,50,0,1,50.171541
41077,3,14,0,1,82.415457
47048,0,37,0,3,566.4
45484,31,28,0,8,532.8
79453,11,47,0,1,242.099049
88753,6,21,0,3,868.8
0,7,63,0,1,851.022089
73945,21,76,0,8,330.872532
14030,11,3,0,1,345.6
81799,23,97,0,1,326.4
23634,4,25,0,9,440.189611
0,26,14,0,1,374.4
56334,35,72,0,3,421.563772
23206,31,60,0,1,513.6
28140,23,5,0,1,612.0
0,4,52,0,2,685.12694
0,16,8,0,2,633.6
14973,2,75,0,2,828.0
0,31,9,0,9,712.40122
25884,18,36,3,9,292.274846
11607,19,38,0,1,313.351134
53691,13,48,0,2,175.97506
89464,17,40,1,3,1067.291208
60596,20,78,4,3,180.340069
43720,5,90,1,2,561.6
56980,33,70,0,7,599.000883
0,5,36,0,2,350.207614
0,0,71,1,3,482.4
63774,18,63,0,1,60.036683
61650,8,2,0,2,117.470445
31354,11,23,0,9,527.759702
44190,17,40,0,3,10.68564
38183,21,14,0,8,981.010879
79751,15,67,0,1,392.235698
0,3,53,1,7,535.953661
12266,25,36,1,3,732.050007
61807,0,96,0,1,104.209216
11828,18,84,0,2,571.479602
49945,21,65,0,2,50.40447
28204,30,84,0,1,532.089467
54726,30,69,0,1,1051.2
43386,13,79,0,1,315.353519
0,6,43,0,9,549.692452
72302,6,27,0,1,316.8
71391,29,39,0,2,284.000172
21606,21,22,3,1,340.8
74489,11,36,0,3,128.535182
50549,2,73,0,7,292.8
0,9,33,1,5,669.037562
0,5,56,0,2,667.2
0,3,92,0,1,504.0
35625,10,56,1,3,288.572108
25370,21,64,0,3,556.8
51523,31,0,0,3,297.6
85058,34,82,0,2,595.369784
0,10,43,0,9,615.562164
27005,10,72,0,7,311.84034
62808,33,37,0,4,211.515893
88692,29,26,0,5,253.193647
0,21,78,0,2,552.0
19064,23,35,1,7,136.248799
0,16,80,0,6,633.6
60345,22,10,0,5,36.105928
59592,8,49,0,1,161.231812
15648,29,68,1,5,413.269261
23904,1,67,3,1,590.4
90893,33,0,0,1,700.004018
0,18,66,0,6,475.2
74001,16,0,0,2,224.265232
28447,20,99,0,3,321.6
56586,33,86,0,1,121.928014
0,5,33,0,1,825.6
19186,10,34,0,5,297.6
65348,35,58,0,2,134.120531
0,18,25,1,4,481.025786
0,28,96,0,2,30.989755
0,0,71,0,1,475.2
0,21,23,0,3,436.8
18892,33,76,0,5,106.814987
19066,5,61,0,2,494.4
95102,6,73,0,8,94.338814
70263,30,66,0,5,7.345946
0,15,47,0,9,650.52179
18120,34,90,4,2,302.4
38169,18,82,0,2,71.678412
64801,23,19,0,2,268.471802
86036,8,20,3,2,501.26513
0,16,59,0,1,862.49778
31278,24,95,4,1,441.6
20053,2,24,1,2,9.832575
71587,1,74,0,2,133.103003
44368,5,72,0,3,384.0
76157,15,80,0,1,556.8
59183,11,91,0,5,542.4
91015,31,30,1,2,119.062347
52774,16,26,4,2,78.452298
37876,13,15,0,1,300.056383
57938,6,36,0,3,282.458203
26526,0,86,0,3,523.701824
76608,2,2,0,1,91.229768
0,23,34,0,7,931.2
48056,15,92,0,1,374.4
45428,2,46,1,3,487.273964
89196,17,52,0,1,41.182611
88893,5,63,0,9,72.86746
0,20,9,4,7,609.046345
92722,34,45,1,1,28.126402
57693,16,56,0,3,547.2
53249,32,10,0,3,343.340361
26304,22,93,0,1,302.4
0,34,10,0,2,504.0
71460,11,77,5,1,93.951709
74454,25,29,0,3,340.8
96413,3,78,0,1,560.045764
98542,1,93,0,2,432.0
43416,7,99,0,5,336.0
81182,3,45,0,8,307.2
79065,13,24,0,1,290.886242
11721,2,56,2,2,560.91624
82414,10,85,0,1,30.423443
14533,4,20,0,2,302.4
0,15,59,0,1,525.6
52513,0,76,3,2,91.244938
0,4,4,3,1,420.041981
79487,20,87,0,1,547.2
57449,6,28,0,2,494.4
20181,8,66,2,3,316.8
73339,0,61,0,1,244.401453
80969,1,80,0,3,1041.6
74057,12,75,1,1,632.244063
32225,23,90,0,2,316.8
60909,8,94,0,5,412.106287
70999,5,70,0,3,305.603239
75457,0,79,0,2,151.572213
24059,31,17,0,1,537.6
56480,13,62,0,2,384.695536
37586,29,90,0,2,153.489143
97026,30,66,0,3,97.417808
54010,5,89,0,1,331.2
87485,12,57,0,1,441.6
74583,31,20,0,4,161.210468
0,25,25,0,8,460.8
21238,11,38,4,4,456.0
0,8,48,0,8,669.6
22283,16,93,0,1,572.072106
58237,34,22,3,1,273.691831
19864,22,96,0,1,352.394515
57283,9,85,1,1,337.95778
0,33,19,0,2,622.88852
71656,3,88,0,8,61.915326
0,33,95,0,1,590.626396
41460,1,54,0,4,398.4
85165,8,81,0,2,384.31404
0,10,75,0,1,799.2
36723,13,18,1,1,580.091966
56980,33,70,0,7,599.000883
32260,8,99,0,4,601.124657
75644,5,68,3,9,467.803638
92056,21,1,0,1,89.398794
28524,26,45,0,9,297.6
0,2,54,2,1,439.2
28089,11,72,1,1,411.856297
87020,6,84,0,8,331.116399
27907,3,38,1,1,406.439436
91811,1,85,0,1,333.7925
0,21,20,0,8,799.2
69451,3,93,0,5,230.241775
92427,2,48,2,3,126.049033
0,8,24,0,6,331.2
44428,17,61,0,2,499.2
55842,4,26,0,3,703.118925
52796,6,17,0,3,297.6
41775,11,80,0,2,104.672657
0,6,71,2,1,433.160284
34974,7,36,0,3,315.160937
56457,27,68,0,2,138.460771
39854,6,4,0,7,261.930545
27839,20,54,5,1,312.0
88240,3,94,0,1,561.6
0,10,90,0,2,1123.212014
52693,1,0,0,5,619.2
65337,9,22,1,1,830.4
64014,26,27,0,7,295.871784
0,17,1,1,7,292.8
35482,21,59,0,3,619.2
20951,2,50,0,5,312.0
0,22,46,0,3,297.6
39393,24,56,1,1,405.883346
62912,9,89,0,2,168.358644
33561,6,30,0,1,235.316581
53055,30,30,2,3,537.6
0,24,89,0,2,302.4
55037,20,88,1,8,481.823284
0,22,44,0,8,463.382118
27587,14,34,1,2,241.141192
29658,20,66,0,2,571.2
63633,16,21,1,8,374.024077
23459,17,19,0,1,185.070399
34498,30,72,0,7,398.4
28559,5,1,0,5,427.242973
73740,23,3,0,3,229.272206
0,23,64,0,1,900.0
25925,5,85,3,1,660.587577
31725,31,9,0,5,177.234
49659,31,15,0,9,1684.8
81197,2,42,0,2,94.731199
43922,26,88,0,2,108.701381
87123,13,87,0,2,118.468275
0,15,24,0,2,278.574142
68745,5,42,0,1,473.613006
29815,35,18,0,2,76.175672
53333,4,34,0,1,22.945038
0,16,35,4,1,316.8
24661,6,28,0,7,1961.162049
95351,31,74,0,5,406.48025
62088,6,28,2,4,73.258034
0,15,47,0,9,650.52179
31503,17,74,3,2,504.0
49078,10,3,0,2,484.013411
28120,7,52,0,3,537.6
0,3,90,0,8,763.2
44369,7,35,3,1,362.276183
15131,14,13,0,9,321.6
26890,28,37,0,4,312.0
45855,0,26,1,1,0.887629
76358,25,3,0,2,86.461582
45586,17,20,0,4,203.42306
43267,8,10,0,2,453.073096
0,15,20,0,2,590.4
46648,8,26,0,7,123.576765
42406,15,49,0,1,108.871857
50798,21,59,0,7,64.977867
76358,25,3,0,2,86.461582
13528,21,35,0,3,412.8
0,21,85,0,8,80.753763
85023,4,69,0,1,408.0
0,20,9,0,7,675.661163
74460,3,25,0,2,331.2
22932,2,97,0,1,297.6
54189,11,84,0,3,29.035528
42247,4,52,0,1,355.2
0,31,85,0,1,726.132858
0,3,33,0,9,983.127481
36706,19,67,0,1,488.296267
67899,5,31,1,6,316.8
0,4,68,0,2,365.820487
41900,0,34,0,2,170.496071
72786,10,9,0,2,363.845631
60108,0,63,0,1,507.060901
31433,5,23,0,2,635.020091
27940,21,3,1,4,27.66775
51246,4,89,0,1,817.692013
56587,4,88,1,6,312.0
45025,35,85,1,1,452.271771
0,13,47,0,3,950.4
22799,10,75,0,6,912.0
82601,9,38,0,3,186.387874
22705,19,59,0,7,1294.700423
0,13,17,0,1,441.6
41212,13,27,0,1,405.443681
0,3,94,0,2,504.0
21687,10,68,0,8,603.100479
22571,29,51,0,9,302.4
72032,10,73,0,4,438.149129
42570,5,52,0,2,587.409205
62873,0,41,0,1,207.75186
21370,1,35,0,2,105.181202
66081,31,92,1,1,42.029731
93854,18,41,0,9,417.6
19429,18,21,0,9,683.45551
46879,3,62,2,3,324.944098
36791,26,62,0,3,326.4
40211,5,98,2,6,710.740743
48642,23,69,0,2,92.307736
69063,12,65,0,3,552.0
87455,10,46,0,1,329.238904
80101,16,8,0,3,442.9167
0,13,81,1,1,292.8
51817,20,78,4,2,712.833284
31561,8,62,0,7,326.4
64640,5,94,2,1,327.912134
64220,3,86,0,7,48.782626
33580,17,77,0,3,315.326222
0,10,15,0,5,770.254285
0,9,31,0,2,312.0
0,0,79,0,3,482.4
43318,35,28,0,5,48.936563
83869,10,23,0,1,348.186032
43875,18,33,0,5,289.468771
59016,3,65,0,1,441.6
70793,32,1,0,1,62.625841
24164,2,40,0,5,657.6
29133,27,76,0,1,499.2
81082,5,85,0,4,281.295903
0,17,41,0,2,312.0
21277,1,42,0,9,316.8
16924,23,69,0,1,1084.8
10540,33,76,0,3,552.0
0,4,58,0,3,1361.993232
62873,0,41,0,1,207.75186
98623,17,69,0,9,1012.8
37876,13,15,0,1,300.056383
77469,2,98,1,2,757.170246
30535,22,18,0,2,94.142294
0,17,4,0,4,482.4
39310,5,89,0,3,93.181865
27229,20,9,0,2,475.2
41418,17,80,0,2,537.6
67840,34,56,0,5,83.240006
0,24,20,0,7,871.055266
23091,28,90,5,5,460.8
69468,2,3,0,3,302.733593
74143,1,61,0,6,547.2
65165,14,18,1,1,604.8
50537,10,35,0,1,60.005031
72608,26,19,3,8,393.6
26312,29,19,1,2,565.837664
56900,11,34,0,1,304.115627
60707,2,24,0,1,327.061103
67276,7,74,0,2,181.804443
30865,33,31,0,7,21.261834
79487,20,87,0,1,547.2
0,18,25,1,4,481.025786
0,18,75,0,3,135.851316
41098,3,15,0,2,250.058657
89158,34,71,0,6,272.195232
99612,14,20,0,1,336.0
0,22,79,0,1,2306.508397
94885,18,10,3,1,170.532133
78352,33,3,0,7,152.365482
43460,4,18,0,3,302.4
46587,34,74,2,2,571.2
21236,3,12,0,1,131.262395
0,15,30,0,1,117.229971
0,11,52,0,1,312.0
0,35,65,0,7,457.169818
28432,1,59,0,2,612.300581
65167,22,85,0,1,628.8
33700,26,72,0,3,274.114843
0,14,21,0,7,756.0
13663,1,66,0,2,465.6
0,4,49,0,9,628.8
0,19,26,2,4,403.2
0,1,13,0,2,479.312226
65933,23,16,0,5,379.951464
0,11,57,0,2,614.4
28663,23,34,0,1,430.604489
78092,34,13,0,1,344.015386
57693,16,56,0,3,547.2
19614,21,32,0,2,574.024018
23235,28,71,0,4,587.656629
79528,2,39,0,2,175.429028
0,10,41,0,2,46.098963
23253,20,49,0,1,292.8
40571,19,56,2,2,361.788917
60668,18,92,0,1,553.699596
61776,9,61,3,6,343.278996
38820,29,59,0,1,547.619785
47285,7,3,0,1,302.4
0,13,21,0,8,446.4
78310,34,18,1,2,151.711475
26222,23,18,0,1,297.6
0,21,53,1,7,407.440238
83926,31,88,0,1,124.447153
24124,24,52,0,3,436.8
28879,6,9,0,2,763.2
0,26,27,0,1,544.250322
12964,2,37,0,4,362.774545
0,22,65,0,2,1251.042795
88105,5,26,0,2,412.8
66524,15,8,4,1,238.517525
27398,4,39,1,1,326.4
37759,9,51,0,5,518.4
45743,15,81,0,2,673.780804
54183,1,91,0,1,336.0
46900,13,59,0,1,316.8
59803,21,0,0,2,22.75546
53787,20,77,0,1,666.092015
35095,25,56,0,2,525.6
0,21,60,0,5,216.196521
0,14,40,1,2,1562.4
30845,3,89,1,2,556.8
23665,19,50,0,2,404.817249
92107,7,38,0,5,16.37296
62464,23,45,0,4,400.181882
69991,27,44,0,7,4.619402
23904,1,67,3,1,590.4
0,31,34,0,1,460.8
83894,6,46,0,2,82.019005
88340,16,1,0,2,489.6
0,6,61,0,2,900.0
39602,15,59,0,2,307.2
25905,21,12,0,1,302.4
24626,19,3,0,2,225.971279
59732,0,54,0,1,135.626867
36898,14,36,1,3,811.2
92864,13,60,0,1,96.338144
0,6,71,2,1,433.160284
93752,34,24,0,3,154.713524
21156,2,32,0,8,111.836561
67206,9,69,0,9,76.289123
85654,8,46,0,3,46.20341
59325,20,76,0,2,81.599332
13528,21,35,0,3,412.8
0,0,88,1,2,302.4
0,12,82,1,2,1452.213743
75333,15,44,1,1,289.236063
61108,27,84,0,6,23.773332
27083,15,58,1,1,525.6
68997,3,26,0,2,206.926432
33451,0,1,0,1,337.219884
21500,14,44,0,1,39.292196
26487,0,82,0,3,602.431489
74713,20,67,0,1,336.0
0,8,74,0,3,504.0
85607,26,1,0,3,67.647131
44891,12,75,0,6,74.803791
89061,19,88,0,3,565.267705
0,4,31,0,9,962.159318
63774,18,63,0,1,60.036683
93308,20,56,0,1,441.6
10375,10,95,0,2,316.8
85950,5,61,0,1,47.70723
33402,7,66,0,4,71.053011
18129,23,59,0,1,340.8
0,29,58,0,8,711.8026
0,24,45,1,4,312.0
20396,15,60,1,4,364.8
13376,13,75,0,4,774.714929
32517,11,53,3,3,451.2
28651,4,25,0,2,302.272725
64964,9,84,0,5,286.967405
34112,32,68,0,6,369.6
0,32,49,3,1,718.383
81145,34,92,0,8,321.060571
39894,23,87,0,2,411.077415
52447,5,57,0,7,61.585668
0,31,69,2,2,496.8
35398,26,41,0,7,340.8
26239,11,39,0,2,312.0
0,4,64,0,7,336.0
83013,2,75,0,2,155.125923
0,9,67,0,7,1833.182529
86205,8,67,0,8,1070.4
50414,25,34,0,1,331.2
37496,1,36,0,2,312.0
24224,7,64,0,1,511.2
62338,9,61,0,4,4.216231
63483,4,84,0,3,85.073541
0,24,58,0,1,504.0
38113,4,34,0,2,203.640251
38676,24,33,0,2,146.124719
20200,3,51,3,1,312.0
29038,14,61,0,1,56.351667
23179,11,79,0,9,436.8
56598,29,29,0,2,92.966783
0,11,38,0,1,547.2
46988,8,69,0,1,294.762659
20978,19,96,1,1,1176.2788
0,5,7,0,1,453.6
59130,21,7,0,2,436.533172
31572,14,95,3,3,292.434826
0,21,65,0,3,345.6
32646,25,84,0,1,464.99983
51791,10,46,1,1,422.960234
70828,8,18,0,4,297.6
40903,12,5,0,1,409.88696
0,19,67,1,3,631.108223
24031,32,37,0,3,316.8
84927,27,83,0,1,537.6
0,20,11,0,2,510.976913
23893,19,21,0,1,186.292275
71255,28,16,0,4,138.633681
37697,35,8,0,1,38.403843
33746,29,23,0,2,508.8
70263,30,66,0,5,7.345946
43367,6,20,0,1,1026.741926
0,26,23,0,1,388.8
0,12,20,1,4,445.19869
11432,11,9,0,2,571.2
67249,25,4,0,1,33.894695
76839,12,85,0,3,326.4
71210,8,89,1,2,1027.2
49447,9,48,2,1,762.007253
98713,3,91,0,2,289.894293
26094,16,84,0,1,2.028223
26990,9,60,1,2,297.864823
46644,34,19,0,1,150.688024
33462,12,9,0,1,112.425578
66880,7,54,0,1,340.8
88680,5,66,0,2,201.762191
0,4,78,0,4,568.8
75132,7,33,2,1,446.4
0,15,47,0,9,650.52179
56617,18,24,0,3,355.2
75638,6,52,4,2,108.69654
24982,20,52,4,7,523.2
40348,6,56,0,1,26.314753
24083,22,2,1,2,340.453606
81538,3,46,0,1,272.844816
62873,0,41,0,1,207.75186
66245,22,58,0,2,181.501424
0,22,20,0,2,734.4
26303,16,47,0,1,956.589903
58620,11,51,0,2,340.8
18375,8,50,0,1,535.080276
30944,15,46,0,1,348.216284
59630,9,67,0,1,888.0
53957,19,80,0,1,61.554272
44385,6,31,0,7,465.6
0,1,58,0,7,856.8
25561,3,25,0,2,983.374985
85956,0,85,0,1,510.381882
0,26,79,1,1,311.404068
37406,23,38,1,1,1134.960471
39053,5,66,0,1,547.2
24475,11,55,3,1,604.8
92296,4,65,0,1,331.2
29484,19,51,0,2,446.4
0,19,50,0,3,820.8
48088,25,73,0,4,134.828318
21366,20,47,0,3,302.4
17101,1,88,0,2,542.4
0,3,59,0,4,460.8
26802,7,43,1,5,316.8
89025,32,10,0,2,179.251604
0,23,76,0,1,748.8
52228,29,72,1,8,1056.0
0,13,91,0,1,694.357961
0,11,30,0,1,344.288189
83086,1,43,3,3,320.486645
53214,21,76,0,3,436.8
51643,16,43,0,1,1358.4
73168,21,50,0,3,425.800112
0,26,94,0,1,2145.6
0,1,94,0,2,648.0
61246,24,21,0,3,159.239518
32762,26,74,0,2,326.926833
0,21,54,5,3,496.8
0,9,85,0,1,957.6
0,12,4,0,2,604.8
64127,31,19,0,2,72.862304
0,9,54,0,2,308.54976
16794,7,31,0,2,460.8
31930,19,30,0,2,37.699658
74918,13,74,0,1,314.246507
70742,3,64,1,1,211.68058
64801,23,19,0,2,268.471802
48829,23,70,1,1,300.312635
73853,7,35,0,1,427.2
0,25,23,0,2,712.8
66844,11,80,4,5,104.977375
11904,34,11,2,3,292.8
56869,25,34,3,1,269.406119
0,3,54,0,1,482.4
0,20,44,1,7,326.4
59325,13,75,0,3,229.686659
0,19,60,0,9,552.0
0,30,29,1,3,806.4
25927,6,20,0,1,674.973614
0,31,79,0,1,493.055291
83073,15,46,0,3,10.42277
0,14,36,2,1,350.4
0,4,4,3,1,420.041981
0,17,11,1,3,345.6
35301,23,68,0,7,128.643975
21829,6,59,0,3,532.8
15142,7,5,0,3,792.609747
0,28,76,0,2,340.8
58498,6,1,3,1,321.6
64592,12,57,0,1,307.2
80306,11,12,0,1,340.8
29105,28,31,0,1,272.612048
47137,5,11,0,5,161.640052
0,5,54,0,1,446.4
0,19,2,0,3,723.786607
0,27,58,0,2,1000.850446
66711,25,92,0,1,366.381387
48943,17,50,0,2,105.068788
0,20,48,0,1,511.2
34807,8,90,0,1,472.043042
52583,12,59,0,7,528.20086
0,6,51,0,4,617.396701
92589,29,20,0,9,312.0
96689,34,80,0,5,37.802583
0,28,19,0,2,525.6
76594,26,9,1,1,832.453791
83777,18,74,0,1,377.354191
20954,15,27,0,1,534.501024
84491,0,0,0,1,156.282093
89451,11,2,0,1,61.769564
85132,0,60,5,3,501.134524
11193,2,88,0,6,820.8
28806,13,90,0,1,292.8
76184,23,19,0,3,532.8
66429,35,93,0,1,57.712985
43278,10,10,0,1,326.4
13528,21,35,0,3,412.8
74015,12,61,0,6,471.443077
54507,20,11,0,1,702.990032
0,3,52,5,2,439.352186
72302,6,27,0,1,316.8
14606,2,94,5,4,439.772868
0,21,59,0,7,689.282166
43406,6,49,0,1,897.6
60426,0,97,0,2,133.284622
26334,9,94,0,3,340.8
22514,22,96,0,2,203.469143
76114,6,97,0,1,422.4
48791,27,0,3,1,69.794432
65605,2,72,2,7,377.781658
69259,3,30,0,1,362.51794
0,16,42,1,5,460.8
0,0,5,0,2,446.4
90969,7,22,0,2,190.751345
50180,30,93,3,1,360.499075
41991,14,75,0,3,88.382536
71391,29,39,0,2,284.000172
0,17,1,1,7,292.8
70725,2,0,0,2,336.0
36650,2,70,1,1,56.60333
54194,9,90,1,1,112.268583
23554,12,17,0,6,142.459804
62464,23,45,0,4,400.181882
71888,14,33,0,4,552.0
80846,9,32,0,9,227.183015
0,7,84,0,5,321.6
11432,11,9,0,2,571.2
39017,10,4,2,3,592.85751
0,7,54,0,4,777.6
73769,24,84,0,6,121.654567
58557,4,83,0,1,55.510526
0,12,6,0,1,707.264022
48367,10,34,0,2,772.8
39718,1,55,2,1,366.531664
0,31,64,1,3,460.8
43358,2,83,0,6,400.294938
83873,5,36,1,1,218.374041
22361,15,42,0,2,530.667993
70061,2,57,0,3,699.517349
0,6,19,0,2,525.6
65742,6,0,0,1,277.360797
23665,19,50,0,2,404.817249
66457,2,76,0,1,456.0
82634,8,74,0,3,324.097433
0,11,60,0,1,331.2
0,24,10,0,1,425.266308
29735,3,92,0,1,331.2
61417,6,35,0,7,206.01822
0,3,12,0,4,756.0
43846,16,33,1,1,125.52458
0,33,54,0,2,482.4
33775,24,95,0,1,292.8
96988,1,60,0,3,369.6
0,26,34,0,7,820.8
81945,19,45,0,9,47.451832
0,24,47,0,1,27.031485
19019,7,46,0,1,1003.050834
62579,33,53,0,1,326.242099
46587,34,74,2,2,571.2
0,26,58,0,1,583.2
0,15,47,0,2,561.6
0,1,98,0,9,648.0
0,1,61,0,9,758.460636
29327,26,21,0,1,627.898468
81081,32,34,1,2,206.211089
0,27,89,0,1,763.2
57222,3,88,1,2,297.187468
91147,4,79,0,7,50.473675
76638,2,55,1,1,435.189747
29697,6,43,0,2,147.128736
0,27,90,0,2,301.402778
67352,7,80,1,1,560.947563
23904,1,67,3,1,590.4
0,16,28,2,7,422.4
89953,3,42,0,3,274.165887
20862,1,69,0,9,326.4
47663,35,24,0,8,103.702555
49564,8,29,0,5,661.608936
28432,1,59,0,2,612.300581
32356,11,35,2,2,428.490681
55269,32,15,0,2,340.8
0,6,78,0,3,509.513764
76771,34,82,1,7,91.674854
75648,28,10,0,1,112.660916
20698,21,72,5,5,248.422693
29734,12,86,0,2,649.83837
43963,25,59,0,7,528.0
29465,6,9,0,1,302.4
24851,8,99,0,2,604.289428
0,2,4,2,1,770.4
11033,27,18,0,2,511.120131
20495,7,36,0,2,292.8
95766,17,62,0,5,162.557048
0,22,39,0,2,655.073317
61029,26,98,0,1,114.429816
0,3,30,0,1,504.0
56188,20,52,3,3,175.972039
94812,11,40,0,1,121.025058
0,28,77,1,3,336.0
55338,25,54,0,7,556.8
82477,1,69,0,1,432.0
20852,8,6,0,1,383.789732
0,22,62,0,2,296.637382
0,16,75,0,1,544.217453
0,14,57,2,1,456.0
72460,9,76,0,1,370.018108
76358,25,3,0,2,86.461582
96306,12,17,1,6,185.355353
49544,3,29,0,1,0.769185
0,10,36,0,7,609.323227
0,7,19,0,4,727.2
63357,26,42,0,5,565.508572
0,9,21,0,1,590.4
23060,13,25,3,1,731.350857
27781,33,7,0,2,340.8
43246,19,89,0,1,52.435202
14254,21,16,0,1,595.2
60334,5,67,0,1,111.164747
35625,10,56,1,3,288.572108
54684,13,15,3,2,302.137164
56228,4,79,0,1,276.877348
82166,9,43,3,1,643.2
30406,29,93,0,1,350.4
75007,1,19,0,1,668.773522
79271,24,63,4,1,232.753598
0,2,66,0,2,364.8
59414,34,56,0,2,65.022258
44719,6,55,0,2,316.8
0,14,93,2,1,291.744204
21986,1,9,0,1,333.696228
58480,6,35,1,5,542.4
37520,21,30,0,2,163.576763
50165,15,63,0,2,129.999138
42961,24,16,0,2,398.4
86687,4,82,0,3,274.159702
0,2,88,0,3,41.617367
23772,19,25,0,4,100.652984
0,23,7,0,1,354.939043
18241,17,44,0,1,151.991098
0,32,88,0,1,312.0
86650,7,64,2,1,323.865715
0,11,73,0,1,1554.089517
35973,5,97,0,2,763.2
26262,6,59,0,1,465.6
25187,8,79,0,1,580.8
88081,35,94,0,5,82.483947
83460,20,18,0,1,443.44552
19949,0,99,1,3,355.2
0,16,56,0,1,897.379535
0,30,87,0,4,784.8
77739,31,61,0,1,428.563553
23649,2,69,0,6,535.606632
68980,25,87,0,7,464.038577
60010,4,86,0,1,494.4
30968,10,89,1,8,45.425684
0,2,97,0,1,556.8
99841,14,30,0,1,312.0
0,3,92,0,1,504.0
32967,16,70,1,4,504.0
0,6,61,0,2,900.0
31794,12,16,0,2,571.2
36710,17,56,0,1,676.8
36267,21,1,0,8,263.454037
