state,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy,vehicle_class,vehicle_size
Arizona,Basic,Bachelor,2011-01-02,Employed,M,Suburban,Divorced,Personal L2,SUV,Small
California,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal L3,Four-Door Car,Small
California,Basic,College,2011-02-07,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-10,Employed,M,Rural,Married,Personal L3,Four-Door Car,Medsize
Nevada,Extended,Master,2011-02-27,Other,F,Suburban,Single,Personal L2,Four-Door Car,Small
Washington,Basic,College,2011-01-05,Employed,M,Suburban,Divorced,Personal L3,SUV,Small
Oregon,Basic,College,2011-01-18,Employed,F,Rural,Married,Personal L3,SUV,Small
California,Extended,Bachelor,2011-01-28,Unemployed,F,Suburban,Single,Corporate L3,Four-Door Car,Medsize
Oregon,Extended,College,2011-01-25,Other,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,Master,2011-02-16,Employed,F,Urban,Married,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal L3,SUV,Medsize
Arizona,Extended,High School or Below,2011-02-12,Employed,M,Suburban,Married,Personal L1,SUV,Medsize
California,Premium,College,2011-01-16,Employed,F,Rural,Married,Personal L3,SUV,Medsize
Oregon,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Nevada,Premium,High School or Below,2011-01-20,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-14,Employed,M,Urban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-16,Employed,F,Urban,Married,Corporate L2,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-24,Employed,M,Urban,Married,Personal L2,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-19,Employed,F,Rural,Married,Personal L3,SUV,Medsize
California,Basic,Master,2011-01-16,Employed,F,Suburban,Divorced,Personal L2,SUV,Medsize
California,Extended,Doctor,2011-01-13,Unemployed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Oregon,Basic,College,2011-01-19,Unemployed,M,Rural,Married,Personal L3,Two-Door Car,Medsize
Oregon,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal L1,Two-Door Car,Medsize
Arizona,Basic,College,2011-01-04,Employed,F,Urban,Single,Personal L2,Four-Door Car,Medsize
Oregon,Basic,Master,2011-01-22,Employed,F,Suburban,Married,Personal L1,Two-Door Car,Small
Nevada,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Single,Corporate L1,Luxury,Medsize
Oregon,Extended,High School or Below,2011-01-23,Employed,F,Rural,Married,Personal L1,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-05,Employed,F,Rural,Divorced,Personal L2,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Small
Oregon,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Personal L3,Four-Door Car,Medsize
Nevada,Extended,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal L2,SUV,Medsize
California,Basic,Bachelor,2011-01-06,Unemployed,F,Rural,Married,Personal L3,SUV,Medsize
Oregon,Basic,College,2011-01-12,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-01-05,Unemployed,M,Suburban,Married,Personal L2,Four-Door Car,Medsize
California,Basic,College,2011-01-21,Employed,M,Suburban,Married,Corporate L2,SUV,Small
Oregon,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal L2,SUV,Medsize
Washington,Basic,College,2011-01-26,Employed,F,Urban,Married,Corporate L3,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-13,Unemployed,F,Suburban,Single,Personal L3,SUV,Large
California,Extended,College,2011-02-01,Other,F,Suburban,Single,Personal L2,Four-Door Car,Small
Oregon,Extended,College,2011-01-18,Unemployed,M,Suburban,Married,Corporate L2,SUV,Small
Arizona,Extended,College,2011-01-17,Unemployed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Oregon,Extended,Bachelor,2011-02-19,Unemployed,F,Suburban,Single,Personal L2,Four-Door Car,Large
Arizona,Basic,College,2011-01-18,Employed,F,Urban,Married,Personal L2,SUV,Medsize
Oregon,Extended,College,2011-01-10,Unemployed,F,Suburban,Divorced,Corporate L3,Sports Car,Medsize
Washington,Basic,High School or Below,2011-01-17,Employed,M,Suburban,Married,Corporate L3,Two-Door Car,Medsize
Arizona,Extended,Bachelor,2011-01-27,Employed,M,Urban,Married,Corporate L2,Four-Door Car,Medsize
Nevada,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
Oregon,Extended,Master,2011-02-17,Other,F,Suburban,Married,Personal L3,Two-Door Car,Medsize
California,Extended,High School or Below,2011-02-21,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-20,Employed,M,Urban,Married,Personal L2,Two-Door Car,Medsize
California,Extended,Master,2011-02-25,Unemployed,F,Rural,Married,Personal L1,SUV,Small
Oregon,Basic,High School or Below,2011-02-21,Other,M,Suburban,Divorced,Personal L1,Two-Door Car,Medsize
California,Basic,College,2011-02-16,Employed,M,Urban,Married,Personal L1,SUV,Medsize
California,Extended,Bachelor,2011-01-19,Employed,F,Urban,Married,Personal L3,SUV,Medsize
California,Basic,Doctor,2011-01-23,Employed,M,Urban,Divorced,Personal L2,Two-Door Car,Medsize
California,Extended,Master,2011-01-29,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Small
California,Basic,Bachelor,2011-02-03,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-31,Unemployed,M,Suburban,Single,Corporate L2,Four-Door Car,Medsize
Oregon,Premium,Bachelor,2011-02-05,Employed,M,Rural,Married,Personal L1,Sports Car,Medsize
Nevada,Basic,College,2011-01-18,Other,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Arizona,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal L2,Two-Door Car,Medsize
Oregon,Basic,College,2011-01-09,Employed,F,Rural,Married,Personal L1,Luxury,Medsize
California,Extended,Master,2011-02-19,Employed,M,Suburban,Married,Corporate L1,Four-Door Car,Medsize
Nevada,Basic,High School or Below,2011-01-24,Other,M,Suburban,Married,Personal L3,Sports Car,Medsize
Oregon,Basic,Bachelor,2011-01-30,Unemployed,M,Suburban,Married,Corporate L2,SUV,Medsize
Oregon,Basic,College,2011-02-01,Other,F,Suburban,Single,Personal L2,Two-Door Car,Medsize
Nevada,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Single,Personal L3,SUV,Small
Washington,Extended,College,2011-02-16,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,College,2011-02-09,Employed,F,Urban,Married,Personal L3,Two-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-22,Other,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-01-08,Employed,M,Suburban,Married,Corporate L3,SUV,Medsize
California,Extended,College,2011-02-19,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-11,Employed,F,Suburban,Divorced,Personal L3,Four-Door Car,Large
Washington,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Medsize
Nevada,Extended,Doctor,2011-01-30,Employed,F,Rural,Married,Corporate L2,Two-Door Car,Medsize
Oregon,Premium,High School or Below,2011-02-08,Employed,F,Suburban,Married,Corporate L2,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-17,Employed,M,Suburban,Divorced,Corporate L2,Two-Door Car,Small
California,Basic,College,2011-01-22,Unemployed,F,Urban,Married,Personal L3,Four-Door Car,Medsize
California,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Married,Personal L3,Luxury,Small
Arizona,Premium,College,2011-01-24,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Washington,Basic,Bachelor,2011-01-25,Other,M,Suburban,Married,Corporate L3,Four-Door Car,Medsize
California,Extended,High School or Below,2011-01-24,Employed,M,Rural,Divorced,Personal L3,Four-Door Car,Medsize
Oregon,Basic,College,2011-02-07,Employed,M,Urban,Married,Personal L3,Sports Car,Medsize
Oregon,Basic,Doctor,2011-02-03,Employed,M,Rural,Married,Personal L3,Four-Door Car,Medsize
California,Extended,Bachelor,2011-02-27,Other,F,Suburban,Single,Personal L3,SUV,Medsize
California,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Corporate L3,Four-Door Car,Large
Oregon,Premium,Bachelor,2011-01-09,Employed,F,Rural,Married,Personal L1,Four-Door Car,Medsize
California,Premium,College,2011-01-01,Employed,M,Suburban,Married,Corporate L2,Two-Door Car,Medsize
California,Extended,Master,2011-01-31,Unemployed,M,Suburban,Single,Corporate L2,SUV,Small
Oregon,Basic,High School or Below,2011-02-20,Employed,M,Suburban,Divorced,Personal L1,Two-Door Car,Small
Arizona,Basic,Bachelor,2011-01-15,Other,M,Suburban,Divorced,Personal L3,Four-Door Car,Large
Nevada,Basic,Bachelor,2011-01-23,Employed,F,Rural,Married,Personal L3,SUV,Medsize
California,Extended,College,2011-01-20,Employed,F,Rural,Married,Corporate L2,Four-Door Car,Medsize
Arizona,Premium,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal L3,SUV,Medsize
Arizona,Extended,High School or Below,2011-02-06,Employed,M,Rural,Married,Personal L3,SUV,Medsize
Arizona,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Corporate L3,Four-Door Car,Large
California,Basic,College,2011-01-04,Employed,F,Rural,Divorced,Corporate L1,Four-Door Car,Large
Washington,Extended,Bachelor,2011-01-21,Other,M,Rural,Divorced,Personal L2,Two-Door Car,Medsize
Arizona,Extended,College,2011-01-24,Employed,M,Rural,Divorced,Personal L1,Four-Door Car,Medsize
California,Extended,High School or Below,2011-02-11,Employed,M,Rural,Married,Personal L3,Four-Door Car,Large
Oregon,Extended,College,2011-01-14,Employed,M,Rural,Divorced,Personal L2,Four-Door Car,Medsize
California,Extended,College,2011-02-23,Other,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Oregon,Basic,Master,2011-02-25,Unemployed,F,Suburban,Divorced,Personal L1,Four-Door Car,Small
California,Premium,College,2011-01-28,Unemployed,M,Suburban,Single,Corporate L2,SUV,Medsize
Washington,Extended,College,2011-01-17,Employed,F,Urban,Married,Personal L1,Four-Door Car,Small
Nevada,Basic,Bachelor,2011-01-09,Employed,F,Rural,Married,Personal L1,Four-Door Car,Medsize
Nevada,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Divorced,Personal L1,Four-Door Car,Small
California,Basic,High School or Below,2011-01-22,Employed,M,Urban,Married,Personal L2,Four-Door Car,Large
California,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Nevada,Premium,Bachelor,2011-02-17,Employed,F,Rural,Divorced,Corporate L3,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-10,Other,M,Suburban,Single,Corporate L2,SUV,Medsize
California,Basic,High School or Below,2011-02-24,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Large
Washington,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Small
California,Basic,Doctor,2011-02-18,Employed,M,Rural,Single,Personal L2,Four-Door Car,Medsize
California,Extended,Bachelor,2011-02-04,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
Washington,Basic,College,2011-02-26,Employed,M,Suburban,Divorced,Personal L2,SUV,Small
Arizona,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Married,Personal L2,Luxury,Small
Arizona,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal L2,Four-Door Car,Medsize
Oregon,Extended,High School or Below,2011-02-10,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-01-02,Other,M,Suburban,Married,Personal L3,Two-Door Car,Medsize
Oregon,Basic,Master,2011-01-09,Employed,M,Rural,Divorced,Personal L3,Four-Door Car,Small
Nevada,Basic,Bachelor,2011-01-09,Employed,F,Rural,Married,Personal L3,SUV,Small
Washington,Basic,High School or Below,2011-01-27,Other,M,Suburban,Divorced,Personal L2,Two-Door Car,Large
Oregon,Basic,College,2011-01-16,Unemployed,M,Suburban,Single,Personal L3,Two-Door Car,Small
California,Basic,College,2011-01-15,Unemployed,F,Suburban,Divorced,Corporate L3,Four-Door Car,Small
Arizona,Extended,College,2011-02-19,Employed,M,Suburban,Married,Corporate L2,Four-Door Car,Medsize
Oregon,Premium,Master,2011-01-11,Other,F,Suburban,Single,Personal L3,Four-Door Car,Small
California,Extended,College,2011-01-10,Employed,F,Suburban,Single,Special L3,Four-Door Car,Small
California,Basic,College,2011-01-18,Employed,M,Urban,Single,Personal L2,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-01-04,Employed,F,Urban,Single,Personal L3,Four-Door Car,Medsize
Nevada,Extended,College,2011-01-26,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Small
Arizona,Basic,College,2011-02-27,Unemployed,F,Suburban,Married,Personal L2,SUV,Medsize
California,Extended,High School or Below,2011-01-09,Employed,M,Urban,Married,Corporate L2,Two-Door Car,Large
California,Extended,Master,2011-01-12,Employed,F,Urban,Married,Corporate L1,SUV,Medsize
California,Extended,High School or Below,2011-02-25,Employed,M,Rural,Single,Personal L3,Four-Door Car,Medsize
California,Basic,College,2011-01-19,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
California,Basic,College,2011-01-21,Employed,M,Suburban,Divorced,Personal L3,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-13,Other,F,Suburban,Married,Personal L2,Four-Door Car,Small
Arizona,Basic,College,2011-02-02,Unemployed,F,Suburban,Married,Personal L1,Four-Door Car,Large
Washington,Basic,Master,2011-02-16,Employed,M,Rural,Married,Corporate L3,SUV,Medsize
California,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Personal L3,Luxury,Small
Arizona,Extended,High School or Below,2011-01-17,Employed,F,Suburban,Single,Personal L3,Luxury,Small
Nevada,Basic,College,2011-01-12,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
California,Basic,Doctor,2011-01-24,Employed,M,Suburban,Single,Corporate L2,Two-Door Car,Small
Oregon,Basic,High School or Below,2011-01-19,Employed,F,Suburban,Divorced,Corporate L2,Two-Door Car,Small
California,Extended,Bachelor,2011-02-12,Employed,M,Rural,Married,Corporate L1,Four-Door Car,Medsize
Oregon,Extended,College,2011-01-11,Employed,M,Rural,Married,Personal L1,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-02-16,Unemployed,M,Suburban,Single,Personal L2,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-23,Employed,M,Urban,Married,Personal L1,Four-Door Car,Large
Arizona,Basic,High School or Below,2011-01-17,Employed,F,Rural,Married,Personal L1,Four-Door Car,Medsize
Arizona,Basic,Master,2011-02-26,Employed,F,Suburban,Single,Personal L3,Two-Door Car,Medsize
Arizona,Basic,College,2011-01-18,Employed,M,Rural,Married,Personal L2,Four-Door Car,Medsize
Arizona,Extended,Master,2011-02-20,Employed,M,Suburban,Divorced,Corporate L3,Two-Door Car,Medsize
Oregon,Extended,Doctor,2011-02-02,Employed,M,Rural,Married,Personal L2,Four-Door Car,Medsize
Arizona,Extended,College,2011-02-10,Unemployed,M,Suburban,Single,Corporate L3,Two-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-30,Employed,F,Rural,Single,Corporate L3,Luxury,Medsize
Oregon,Extended,College,2011-01-05,Other,M,Suburban,Married,Personal L3,Four-Door Car,Small
California,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal L2,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-23,Employed,F,Urban,Married,Corporate L3,Sports Car,Medsize
Washington,Basic,Bachelor,2011-01-08,Employed,M,Urban,Married,Personal L2,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-30,Unemployed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
California,Premium,Bachelor,2011-01-23,Employed,M,Urban,Married,Corporate L3,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-01-05,Employed,F,Rural,Married,Personal L3,Luxury,Medsize
Washington,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Small
Oregon,Basic,College,2011-02-14,Employed,F,Suburban,Married,Corporate L3,Four-Door Car,Small
California,Basic,High School or Below,2011-01-23,Unemployed,F,Suburban,Married,Corporate L3,SUV,Medsize
California,Basic,High School or Below,2011-01-16,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Small
Oregon,Basic,High School or Below,2011-02-22,Employed,M,Suburban,Married,Personal L2,SUV,Small
Oregon,Basic,Bachelor,2011-02-14,Unemployed,F,Suburban,Married,Corporate L3,Two-Door Car,Small
California,Basic,College,2011-01-12,Employed,F,Urban,Married,Personal L1,Four-Door Car,Medsize
Arizona,Extended,Doctor,2011-02-04,Employed,M,Rural,Single,Personal L1,Sports Car,Medsize
Nevada,Basic,College,2011-01-03,Employed,F,Rural,Married,Personal L2,SUV,Small
Arizona,Premium,College,2011-01-22,Employed,M,Suburban,Married,Personal L2,Two-Door Car,Medsize
Washington,Extended,College,2011-01-28,Employed,F,Rural,Married,Personal L1,Two-Door Car,Small
Oregon,Premium,Bachelor,2011-01-12,Employed,M,Suburban,Divorced,Personal L1,Four-Door Car,Medsize
California,Extended,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal L3,Two-Door Car,Large
Oregon,Basic,Doctor,2011-01-19,Unemployed,F,Suburban,Married,Personal L3,Four-Door Car,Small
Nevada,Basic,High School or Below,2011-02-23,Other,F,Suburban,Married,Special L2,SUV,Small
California,Extended,College,2011-02-13,Employed,M,Rural,Divorced,Special L1,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-08,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Oregon,Extended,College,2011-02-13,Employed,F,Suburban,Married,Personal L2,Luxury,Small
California,Premium,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Nevada,Basic,High School or Below,2011-01-03,Employed,F,Urban,Married,Personal L2,Two-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-19,Employed,M,Rural,Married,Personal L1,Two-Door Car,Medsize
California,Basic,Master,2011-01-28,Employed,M,Urban,Married,Personal L1,Four-Door Car,Medsize
Washington,Extended,College,2011-01-26,Employed,F,Rural,Married,Personal L2,Four-Door Car,Medsize
California,Basic,Master,2011-02-28,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-01-27,Employed,M,Urban,Married,Personal L1,Four-Door Car,Medsize
Oregon,Extended,High School or Below,2011-02-06,Unemployed,M,Suburban,Single,Corporate L2,Two-Door Car,Medsize
Washington,Extended,College,2011-01-03,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Medsize
California,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Personal L2,Sports Car,Medsize
California,Basic,High School or Below,2011-02-07,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Small
California,Extended,College,2011-02-27,Employed,F,Rural,Divorced,Personal L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-27,Other,F,Suburban,Married,Personal L1,SUV,Medsize
Washington,Extended,High School or Below,2011-01-28,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,College,2011-01-20,Employed,F,Suburban,Divorced,Personal L3,Four-Door Car,Small
Oregon,Basic,Bachelor,2011-01-19,Employed,F,Urban,Divorced,Personal L1,Four-Door Car,Small
Oregon,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Personal L2,Four-Door Car,Medsize
Oregon,Premium,High School or Below,2011-01-05,Employed,M,Rural,Married,Personal L3,SUV,Medsize
Oregon,Basic,Bachelor,2011-01-06,Unemployed,M,Suburban,Divorced,Personal L3,SUV,Small
California,Premium,College,2011-01-04,Other,M,Suburban,Divorced,Personal L3,SUV,Small
California,Basic,Bachelor,2011-01-14,Employed,F,Suburban,Married,Corporate L2,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-25,Other,M,Suburban,Married,Personal L2,Sports Car,Large
Nevada,Extended,College,2011-01-30,Employed,F,Urban,Divorced,Personal L3,Four-Door Car,Small
Arizona,Premium,College,2011-01-06,Employed,M,Suburban,Married,Personal L3,SUV,Medsize
Nevada,Basic,Bachelor,2011-01-21,Employed,F,Rural,Married,Corporate L3,Luxury,Medsize
Oregon,Extended,High School or Below,2011-01-14,Employed,M,Suburban,Single,Corporate L3,Four-Door Car,Small
Oregon,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Married,Personal L3,Sports Car,Medsize
California,Premium,High School or Below,2011-01-05,Employed,F,Suburban,Married,Corporate L1,SUV,Medsize
California,Premium,High School or Below,2011-01-17,Employed,M,Urban,Married,Corporate L2,SUV,Small
Arizona,Basic,High School or Below,2011-01-12,Unemployed,F,Suburban,Married,Personal L3,Four-Door Car,Small
Oregon,Extended,Bachelor,2011-01-02,Employed,M,Suburban,Married,Corporate L3,SUV,Small
California,Basic,High School or Below,2011-02-06,Employed,F,Suburban,Married,Personal L1,Sports Car,Medsize
Oregon,Extended,High School or Below,2011-02-15,Employed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Washington,Basic,Bachelor,2011-01-03,Employed,M,Suburban,Married,Personal L3,Two-Door Car,Medsize
Oregon,Extended,High School or Below,2011-02-01,Employed,M,Suburban,Married,Personal L2,Two-Door Car,Medsize
California,Premium,College,2011-02-25,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Oregon,Extended,College,2011-01-03,Employed,M,Rural,Married,Personal L2,Two-Door Car,Medsize
California,Basic,Bachelor,2011-02-13,Employed,M,Suburban,Married,Personal L2,Two-Door Car,Small
Arizona,Basic,High School or Below,2011-02-20,Other,M,Suburban,Single,Special L3,SUV,Medsize
Washington,Basic,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Small
California,Basic,College,2011-01-01,Other,M,Suburban,Married,Personal L2,Two-Door Car,Medsize
Arizona,Basic,High School or Below,2011-01-03,Employed,M,Urban,Married,Personal L3,Four-Door Car,Large
California,Basic,Bachelor,2011-01-21,Unemployed,M,Suburban,Married,Personal L3,SUV,Medsize
California,Extended,Bachelor,2011-01-19,Employed,F,Suburban,Married,Personal L3,Luxury,Medsize
California,Extended,High School or Below,2011-02-02,Unemployed,F,Suburban,Married,Personal L3,SUV,Medsize
California,Basic,College,2011-01-31,Unemployed,M,Suburban,Divorced,Personal L3,Four-Door Car,Large
California,Basic,College,2011-01-14,Employed,M,Urban,Married,Personal L3,Four-Door Car,Medsize
Washington,Extended,High School or Below,2011-01-05,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Large
Oregon,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Single,Special L3,Luxury,Medsize
Arizona,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Corporate L2,Four-Door Car,Medsize
Washington,Premium,Bachelor,2011-01-01,Unemployed,F,Suburban,Married,Personal L3,Luxury,Medsize
California,Extended,College,2011-02-03,Unemployed,F,Suburban,Single,Personal L2,Two-Door Car,Large
Oregon,Basic,Doctor,2011-01-01,Employed,M,Rural,Married,Personal L2,Sports Car,Medsize
Washington,Premium,High School or Below,2011-01-18,Employed,M,Urban,Married,Corporate L3,Four-Door Car,Medsize
California,Basic,College,2011-02-27,Unemployed,M,Suburban,Single,Personal L2,Two-Door Car,Medsize
Nevada,Extended,High School or Below,2011-02-21,Unemployed,F,Suburban,Divorced,Personal L3,Sports Car,Large
Washington,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Personal L3,SUV,Medsize
California,Basic,College,2011-02-04,Employed,F,Rural,Single,Personal L2,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-17,Unemployed,M,Urban,Married,Personal L3,Two-Door Car,Medsize
Washington,Extended,Bachelor,2011-01-17,Other,F,Suburban,Single,Personal L3,Four-Door Car,Medsize
Nevada,Extended,Bachelor,2011-02-28,Employed,M,Rural,Married,Personal L3,Four-Door Car,Medsize
Oregon,Extended,Master,2011-02-05,Employed,M,Urban,Single,Special L1,Two-Door Car,Medsize
Oregon,Extended,Bachelor,2011-02-10,Employed,M,Rural,Married,Personal L2,SUV,Small
Oregon,Basic,College,2011-02-03,Employed,M,Urban,Married,Corporate L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-07,Employed,F,Urban,Single,Personal L2,Four-Door Car,Medsize
California,Extended,Doctor,2011-02-13,Employed,F,Suburban,Single,Personal L3,Four-Door Car,Small
Arizona,Extended,High School or Below,2011-02-02,Unemployed,M,Suburban,Single,Personal L1,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-25,Employed,M,Rural,Married,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-02-03,Other,F,Suburban,Single,Corporate L3,Two-Door Car,Small
California,Extended,Bachelor,2011-01-11,Employed,M,Urban,Single,Personal L2,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal L1,Two-Door Car,Large
Washington,Basic,Bachelor,2011-01-19,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Medsize
Arizona,Basic,College,2011-01-25,Employed,M,Urban,Married,Corporate L3,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Divorced,Corporate L3,Sports Car,Large
Washington,Premium,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Personal L2,Two-Door Car,Medsize
California,Basic,High School or Below,2011-01-23,Employed,M,Suburban,Single,Personal L3,SUV,Medsize
Arizona,Basic,College,2011-01-19,Unemployed,M,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-12,Employed,M,Rural,Married,Corporate L3,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Extended,College,2011-02-19,Unemployed,F,Suburban,Divorced,Special L3,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-02,Unemployed,F,Suburban,Married,Personal L1,Four-Door Car,Small
Arizona,Basic,College,2011-01-25,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
California,Basic,College,2011-01-27,Other,F,Suburban,Divorced,Personal L2,Sports Car,Medsize
Washington,Premium,Bachelor,2011-01-07,Other,F,Suburban,Married,Personal L2,Two-Door Car,Small
Arizona,Basic,Doctor,2011-01-26,Unemployed,F,Suburban,Married,Corporate L3,Two-Door Car,Medsize
Arizona,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Small
Nevada,Basic,High School or Below,2011-02-02,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Divorced,Corporate L1,Two-Door Car,Medsize
California,Basic,Bachelor,2011-02-28,Employed,F,Rural,Married,Personal L3,Sports Car,Medsize
Arizona,Extended,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal L1,Four-Door Car,Medsize
